"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Peak Phase 2: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 8 (Exercise 1) 2. Alternate Lunge: 3 x 9 (Exercise 5) 3. Calf Raise: 3 x 10 (Exercise 8) 4. Lat & Front Raise Combo: 3 x 7 (Exercise 11) 5. Dumbbell Pullover: 2 x 12 (Exercise 15) 6: Glute Bridge: 3 x 12 (Exercise 18) 7. Bicycle Crunch: 3 x 10 (Exercise 26) 8. Plank: 3 reps (Exercise 21) 9. Sit-Up: 2 x 12 (Exercise 27) Flexibility: 10-15 minutes Notes: 1. 3 x 8 = 3 sets of 8 repetitions with a rest between sets. 2. Rests are 30 - 50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2023-02-03","Peak Phase: This phase allows you to focus on sport-specific training. This means decreasing the stress of your strength and conditioning training session by reducing intensity and volume. The time allowed for flexibility is increased, maintaining mobility and range of movement during this phase is key. Resistance during the Peak Phase: The resistance should reduce back to what you were lifting in the Base Phase. Stay focused on form. Perform strength and conditioning once each week for this phase. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Snowboarding","Other","","","","2023-02-03","","26638.7890625","","","","","1.17665135860443","6.28900003433228","","","","97","130","","","0.572253387874507","42.72","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2023-02-03","","6012.7001953125","209","272","486.324","","0.645646631717682","2.58699989318848","","170","","146","163","","","0.751109877124076","35.93","38","1","0","0","0","","","","","","33","4","0","0","0","","","","","","",""
"Aerobic Run","Run","","1","","2023-02-06","","10014.759765625","208","316","777.361","","1.03577220439911","2.68600010871887","","173","","150","178","","","0.756486491484669","58.57","47","9","4","0","0","","","","","","54","2","4","2","0","","","","","","6","7"
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #1 7 x 100 Freestyle with 0:30 secs rest – Using a FINIS tempo trainer, increase your stroke rate by 4 each 100 (Use the guide below to choose your stroke rate for the first 100) – Record time, stroke rate, stroke count and perceived effort If your race pace is 1:30 or faster start at 56spm If your race pace is 1:31-2:00 start at 52spm If your race pace is 2:01 or greater start at 48spm Total: 700m","0.666666666666667","2000","2023-02-06","","2000","","","","","0.644017225901286","0.8587376556462","","23","","","","","","0.836761607012495","37.73","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Intervals","Bike","","2.7","","2023-02-07","","82305.890625","138","294","1449","","2.89802193641663","7.88899993896484","","75","","133","154","","","0.676263944733276","124.16","17","157","0","0","0","","","","","","144","23","6","0","0","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #2 The 100's with 25 fast in the beginning are designed to get your stroke rate up, so that in the 70 and 90% effort 100's, you feel like a faster stroke rate is easier to hold. 3 sets of: 5x100 with 0:30 SR as: 100 as 25 fast / 75 easy 100 @ 70% 100 as 25 fast / 75 easy 100 @ 90% 100 easy recovery 100 swim down easy Total: 1.6km","0.666666666666667","2000","2023-02-08","","2600","","","","","0.73414416829745","0.975243810952738","","24","","","","","","0.954247933590769","63.79","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Spinout","Bike","","1","","2023-02-09","","40081.0703125","139","239","623.489","","1.24439299106598","8.94699954986572","","80","","135","152","","","0.642774657331867","50.59","2","72","0","0","0","","","","","","73","1","0","0","0","","","","","","",""
"Aerobic Long Run","Run","","1.11444444444444","","2023-02-09","","10017.0400390625","0","0","","","1.03972220420837","2.67600011825562","","0","","146","158","","","0.675301928997484","52.82","62","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #3 5 sets of: 150 at 70% (0:20 SR) 50 at 90% (0:30 SR) 100 easy 200 Fast (time trial) We want to see a quicker speed in the 50's compared to the 150's by increasing the stroke rate a bit. When you get to the time trial, record your time for it and see what you can do! Your stroke rate will be somewhere between what is was for the 150's and the 50's Total: 1.4km","0.5","1500","2023-02-09","","750","","","","","0.249712500042386","0.829646017699115","","22","","","","","","0.809263986780927","13.23","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #3 5 sets of: 150 at 70% (0:20 SR) 50 at 90% (0:30 SR) 100 easy 200 Fast (time trial) We want to see a quicker speed in the 50's compared to the 150's by increasing the stroke rate a bit. When you get to the time trial, record your time for it and see what you can do! Your stroke rate will be somewhere between what is was for the 150's and the 50's Total: 1.4km","0.833333333333333","2600","2023-02-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blood Lactate till Exhaustion","Bike","","2.53333333333333","","2023-02-11","","65468.80859375","145","381","1243.264","","2.37612462043762","7.65299987792969","","63","","141","190","","","0.876994676183448","157.55","16","97","10","18","0","","","","","","104","7","5","5","21","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #3 5 sets of: 150 at 70% (0:20 SR) 50 at 90% (0:30 SR) 100 easy 200 Fast (time trial) We want to see a quicker speed in the 50's compared to the 150's by increasing the stroke rate a bit. When you get to the time trial, record your time for it and see what you can do! Your stroke rate will be somewhere between what is was for the 150's and the 50's Total: 1.4km","0.833333333333333","2600","2023-02-12","","2000","","","","","0.684910554885864","0.804828973843058","","23","","","","","","0.786801845941316","33.36","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","3","","2023-02-12","","83088.3125","143","278","1469.766"," *03/15/2023 Pawel Migdal: 3 x 20 mins @ 170 1.2, 1.1, 1.1*","2.85136890411377","8.0939998626709","","74","","138","155","","","0.692689181770339","127.6","8","163","0","0","0","","","","","","131","40","1","0","0","","","","","","4","5"
"Aerobic Run","Run","","0.916666666666667","","2023-02-13","","10026.5","216","338","799.406","","1.02646672725677","2.71300005912781","","172","","148","176","","","0.780807425954241","62.19","55","5","1","0","0","","","","","","55","3","1","2","0","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #1 7 x 100 Freestyle with 0:30 secs rest – Using a FINIS tempo trainer, increase your stroke rate by 4 each 100 (Use the guide below to choose your stroke rate for the first 100) – Record time, stroke rate, stroke count and perceived effort If your race pace is 1:30 or faster start at 56spm If your race pace is 1:31-2:00 start at 52spm If your race pace is 2:01 or greater start at 48spm Total: 700m","1","2800","2023-02-13","","2800","","","","","0.991687781545851","0.782778864970646","","23","","","","","","0.76076811521103","43.66","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Intervals","Bike","","2.7","","2023-02-14","","66512.78125","140","266","1094.559","","2.16222214698792","8.54399967193604","","80","","135","152","","","0.641810577246366","88.61","1","129","0","0","0","","","","","","128","2","0","0","0","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #2 The 100's with 25 fast in the beginning are designed to get your stroke rate up, so that in the 70 and 90% effort 100's, you feel like a faster stroke rate is easier to hold. 3 sets of: 5x100 with 0:30 SR as: 100 as 25 fast / 75 easy 100 @ 70% 100 as 25 fast / 75 easy 100 @ 90% 100 easy recovery 100 swim down easy Total: 1.6km","1","2800","2023-02-15","","2800","","","","","1.00319194841716","0.771349862258953","","23","","","","","","0.752043958920134","42.67","","","","","","","","","","","","","","","","","","","","","",""
"Run of the Bike","Run","","0.5","","2023-02-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Long Run","Run","","1.19777777777778","","2023-02-16","","13006.6298828125","221","328","1023.247","","1.2853764295578","2.81100010871887","","174","","159","178","","","0.806350097989731","83.34","49","11","17","0","0","","","","","","55","3","17","1","0","","","","","","","7"
"Z1 Spinout","Bike","","1.25","","2023-02-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #3 5 sets of: 150 at 70% (0:20 SR) 50 at 90% (0:30 SR) 100 easy 200 Fast (time trial) We want to see a quicker speed in the 50's compared to the 150's by increasing the stroke rate a bit. When you get to the time trial, record your time for it and see what you can do! Your stroke rate will be somewhere between what is was for the 150's and the 50's Total: 1.4km","0.5","1600","2023-02-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Intervals","Bike","","4","","2023-02-17","","33511.83984375","138","240","499.099","","1.00277781486511","9.28299999237061","","80","","130","142","","","0.632978054096319","39.78","2","58","0","0","0","","","","","","59","1","0","0","0","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #3 5 sets of: 150 at 70% (0:20 SR) 50 at 90% (0:30 SR) 100 easy 200 Fast (time trial) We want to see a quicker speed in the 50's compared to the 150's by increasing the stroke rate a bit. When you get to the time trial, record your time for it and see what you can do! Your stroke rate will be somewhere between what is was for the 150's and the 50's Total: 1.4km","1","2800","2023-02-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2023-02-18","","5048.35986328125","209","298","408.662","","0.543252229690552","2.58100008964539","","172","","146","157","","","0.74865986658614","30.04","32","0","0","0","0","","","","","","29","2","0","0","0","","","","","","",""
"Lap Swimming","Swim","","","","2023-02-19","","1000","","","","","0.339856112268236","0.813008130081301","","25","","","","","","0.792819180582463","16.94","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Run","Run","","1","","2023-02-20","","7013.669921875","213","261","568.779","","0.741171658039093","2.62899994850159","","173","","147","166","","","0.765670517084331","42.9","41","3","0","0","0","","","","","","34","10","0","0","0","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #1 7 x 100 Freestyle with 0:30 secs rest – Using a FINIS tempo trainer, increase your stroke rate by 4 each 100 (Use the guide below to choose your stroke rate for the first 100) – Record time, stroke rate, stroke count and perceived effort If your race pace is 1:30 or faster start at 56spm If your race pace is 1:31-2:00 start at 52spm If your race pace is 2:01 or greater start at 48spm Total: 700m","0.666666666666667","2000","2023-02-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Intervals","Bike","","2.63333333333333","","2023-02-21","","50097.87109375","139","257","777","","1.54777777194977","8.99100017547607","","81","","129","141","","","0.636858975958583","62.4","10","83","0","0","0","","","","","","91","2","0","0","0","","","","","","",""
"run off the bike","Run","","0.5","","2023-02-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #2 The 100's with 25 fast in the beginning are designed to get your stroke rate up, so that in the 70 and 90% effort 100's, you feel like a faster stroke rate is easier to hold. 3 sets of: 5x100 with 0:30 SR as: 100 as 25 fast / 75 easy 100 @ 70% 100 as 25 fast / 75 easy 100 @ 90% 100 easy recovery 100 swim down easy Total: 1.6km","0.666666666666667","2000","2023-02-22","","3400","","","","","1.06987861686283","0.879007238883144","","24","","","","","","0.856275746306059","67.17","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Spinout","Bike","","2","","2023-02-23","","62044.94140625","143","266","1100.412","","2.12413215637207","8.11299991607666","","76","","136","158","","","0.697816863121515","97.76","11","116","0","0","0","","","","","","90","37","1","0","0","","","","","","",""
"Aerobic Long Run","Run","","1.35333333333333","","2023-02-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #3 5 sets of: 150 at 70% (0:20 SR) 50 at 90% (0:30 SR) 100 easy 200 Fast (time trial) We want to see a quicker speed in the 50's compared to the 150's by increasing the stroke rate a bit. When you get to the time trial, record your time for it and see what you can do! Your stroke rate will be somewhere between what is was for the 150's and the 50's Total: 1.4km","0.5","1500","2023-02-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #3 5 sets of: 150 at 70% (0:20 SR) 50 at 90% (0:30 SR) 100 easy 200 Fast (time trial) We want to see a quicker speed in the 50's compared to the 150's by increasing the stroke rate a bit. When you get to the time trial, record your time for it and see what you can do! Your stroke rate will be somewhere between what is was for the 150's and the 50's Total: 1.4km","0.666666666666667","2000","2023-02-24","","3600","","","","","1.14417583624522","0.871881811576653","","24","","","","","","0.847771792824429","69.72","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Intervals","Bike","","2.5","","2023-02-25","","46791.12109375","136","211","760.754","","1.54789447784424","8.39599990844727","","76","","130","148","","","0.637187968024493","60.63","2","91","0","0","0","","","","","","92","1","0","0","0","","","","","","",""
"Run of the Bike","Run","","0.5","","2023-02-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Long Ride","Bike","","3","","2023-02-26","","94500.1484375","137","226","1622.905"," *03/15/2023 Pawel Migdal: 145 | 1.3 155 | 1.4 155 | 1.6 150 | 1.2 155 | 1.2 155 | 1.1*","3.27922368049622","8.00399971008301","","73","","132","153","","","0.669121539888868","134.02","15","179","0","0","0","","","","","","192","4","0","0","0","","","","","","",""
"Aerobic Run","Run","","0.75","","2023-02-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #1 7 x 100 Freestyle with 0:30 secs rest – Using a FINIS tempo trainer, increase your stroke rate by 4 each 100 (Use the guide below to choose your stroke rate for the first 100) – Record time, stroke rate, stroke count and perceived effort If your race pace is 1:30 or faster start at 56spm If your race pace is 1:31-2:00 start at 52spm If your race pace is 2:01 or greater start at 48spm Total: 700m","0.666666666666667","2000","2023-02-27","","1800","","","","","0.574858612484402","0.865800865800866","","24","","","","","","0.843685715873587","34.52","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Intervals","Bike","","2","","2023-02-28","","62618.6484375","138","270","1095.173"," *03/15/2023 Pawel Migdal: 150 | 0.9 (not in TT) 150 | 1.2 (TT) 155 | 1.2 (TT) 160 | 0.9 (TT)*","2.1928813457489","7.93200016021729","","74","","134","155","","","0.67516394980445","91.61","10","122","0","0","0","","","","","","130","3","0","0","0","","","","","","",""
"run off the bike","Run","","0.5","","2023-02-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #2 The 100's with 25 fast in the beginning are designed to get your stroke rate up, so that in the 70 and 90% effort 100's, you feel like a faster stroke rate is easier to hold. 3 sets of: 5x100 with 0:30 SR as: 100 as 25 fast / 75 easy 100 @ 70% 100 as 25 fast / 75 easy 100 @ 90% 100 easy recovery 100 swim down easy Total: 1.6km","0.666666666666667","2000","2023-03-01","","2000","","","","","0.606357780032688","0.909918107370337","","24","","","","","","0.888730888980823","42.56","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Spinout","Bike","","1","","2023-03-02","","62738.62890625","139","245","1077.51"," *03/15/2023 Pawel Migdal: 150 | 1.4 150 | 1.3 150 | 1.3*","2.14780163764954","8.11400032043457","","75","","132","155","","","0.664113970493555","88.22","11","118","0","0","0","","","","","","129","1","0","0","0","","","","","","",""
"Aerobic Long Run","Run","","1","","2023-03-02","","1224.65002441406","0","0","","","0.147499993443489","2.30599999427795","","156","","120","140","","","0.531984496421002","4.69","8","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #3 5 sets of: 150 at 70% (0:20 SR) 50 at 90% (0:30 SR) 100 easy 200 Fast (time trial) We want to see a quicker speed in the 50's compared to the 150's by increasing the stroke rate a bit. When you get to the time trial, record your time for it and see what you can do! Your stroke rate will be somewhere between what is was for the 150's and the 50's Total: 1.4km","0.5","1500","2023-03-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #3 5 sets of: 150 at 70% (0:20 SR) 50 at 90% (0:30 SR) 100 easy 200 Fast (time trial) We want to see a quicker speed in the 50's compared to the 150's by increasing the stroke rate a bit. When you get to the time trial, record your time for it and see what you can do! Your stroke rate will be somewhere between what is was for the 150's and the 50's Total: 1.4km","0.666666666666667","2000","2023-03-03","","3600","","","","","1.03129166973962","0.96514745308311","","26","","","","","","0.940568055053628","85.81","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Bike","Bike","","2","","2023-03-04","","61906.921875","140","252","1060.363","","2.09660887718201","8.20100021362305","","76","","132","156","","","0.670677726224963","89.97","13","112","0","0","0","","","","","","112","13","0","0","0","","","","","","",""
"Run of the Bike","Run","","0.5","","2023-03-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Intervals","Bike","","2","","2023-03-05","","66944.859375","135","237","1043.262","","2.14413785934448","8.67199993133545","","75","","127","148","","","0.649239118841197","84.33","14","109","0","0","0","","","","","","127","1","0","0","0","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #1 7 x 100 Freestyle with 0:30 secs rest – Using a FINIS tempo trainer, increase your stroke rate by 4 each 100 (Use the guide below to choose your stroke rate for the first 100) – Record time, stroke rate, stroke count and perceived effort If your race pace is 1:30 or faster start at 56spm If your race pace is 1:31-2:00 start at 52spm If your race pace is 2:01 or greater start at 48spm Total: 700m","0.833333333333333","2600","2023-03-06","","2600","","","","","0.766467503441705","0.936262153402953","","24","","","","","","0.914005554586226","58.52","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Run","Run","","1","","2023-03-06","","5012.330078125","0","0","","","0.513055562973022","2.71300005912781","","162","","133","149","","","0.635292741407463","23.64","30","0","0","0","0","","","","","","","","","","","","","","","","",""
"Zwift - This is just a warmup in Watopia","Bike","","","","2023-03-06","","32693.849609375","134","265","505.309","","1.0440080165863","8.69799995422363","","79","","135","153","","","0.636080039503773","40.25","2","60","0","0","0","","","","","","62","0","0","0","0","","","","","","",""
"LT2 (4.1mmol target) intervals","Bike","","2","","2023-03-07","","68648.9296875","150","277","1233.837"," *03/15/2023 Pawel Migdal: 220 | ? 220 | 3.5 220 | ? 220 | 3.2 220 | 2.8*","2.28230214118958","8.35499954223633","","71","","142","172","","","0.796863049206738","127.79","11","102","22","1","0","","","","","","72","34","6","19","1","","","","","","",""
"Evening Run","Run","","0.5","","2023-03-07","","5007.91015625","218","264","405.968","","0.516383588314056","2.69400000572205","","173","","147","157","","","0.780964409487251","31.05","31","0","0","0","0","","","","","","24","6","0","0","0","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #1 7 x 100 Freestyle with 0:30 secs rest – Using a FINIS tempo trainer, increase your stroke rate by 4 each 100 (Use the guide below to choose your stroke rate for the first 100) – Record time, stroke rate, stroke count and perceived effort If your race pace is 1:30 or faster start at 56spm If your race pace is 1:31-2:00 start at 52spm If your race pace is 2:01 or greater start at 48spm Total: 700m","0.833333333333333","2500","2023-03-08","","2600","","","","","0.746099447144402","0.960827790096083","","25","","","","","","0.938957344408765","61.76","","","","","","","","","","","","","","","","","","","","","",""
"LT2 intervals","Run","","0.533333333333333","","2023-03-09","","5155.2998046875","0","0","","","0.521636664867401","2.74499988555908","","0","","135","167","","","0.718510114256997","29.56","26","3","0","0","0","","","","","","","","","","","","","","","","",""
"Some LT1 efforts","Bike","","2","","2023-03-09","","66239.6875","144","287","1113.675"," *03/15/2023 Pawel Migdal: 165 | 1.4 165 | n/a 165 | n/a 165 | 1.1*","2.14525532722473","8.57699966430664","","76","","133","156","","","0.693554577155598","96.49","15","114","0","0","0","","","","","","109","19","0","0","0","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #1 7 x 100 Freestyle with 0:30 secs rest – Using a FINIS tempo trainer, increase your stroke rate by 4 each 100 (Use the guide below to choose your stroke rate for the first 100) – Record time, stroke rate, stroke count and perceived effort If your race pace is 1:30 or faster start at 56spm If your race pace is 1:31-2:00 start at 52spm If your race pace is 2:01 or greater start at 48spm Total: 700m","1","3600","2023-03-10","","2800","","","","","0.828086949454414","0.936141758609161","","25","","","","","","0.911069115316346","62.62","","","","","","","","","","","","","","","","","","","","","",""
"Long Aerobic Ride","Bike","","3","","2023-03-11","","100088.890625","142","240","1548.078","","3.02305555343628","9.19600009918213","","80","","133","152","","","0.648370167211121","127.06","4","177","0","0","0","","","","","","179","2","0","0","0","","","","","","",""
"Run of the Bike (Target 5:30-5:45)","Run","","0.5","","2023-03-11","","5010.2099609375","0","0","","","0.466388881206512","2.98399996757507","","0","","149","161","","","0.749976782052428","28.75","28","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Intervals","Bike","","2","","2023-03-12","","32888.46875","130","262","513.057","","1.09623110294342","8.33300018310547","","73","","122","139","","","0.637443772905272","40.49","20","42","0","0","0","","","","","","65","1","0","0","0","","","","","","",""
"Aerobic Swim","Swim","200m freestyle (with fins) 4x50 of 25 Straight Arm Recovery Freestyle / 25 Swim 4x50 of 15 overspeed / 35 easy freestyle - Overspeed means move your arms as quick as possible and intentionally 'spin the wheels'. This helps you feel comfortable for when you go to increase your stroke rate. Total: 600m Workout #1 7 x 100 Freestyle with 0:30 secs rest – Using a FINIS tempo trainer, increase your stroke rate by 4 each 100 (Use the guide below to choose your stroke rate for the first 100) – Record time, stroke rate, stroke count and perceived effort If your race pace is 1:30 or faster start at 56spm If your race pace is 1:31-2:00 start at 52spm If your race pace is 2:01 or greater start at 48spm Total: 700m","0.833333333333333","2600","2023-03-13","","2800","","","","","0.934655559327867","0.830121553513193","","24","","","","","","0.807189811171704","49.16","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Run","Run","","0.5","","2023-03-13","","5017.81982421875","216","319","396.757","","0.508330821990967","2.74200010299683","","173","","147","155","","","0.774761448210411","30.17","30","0","0","0","0","","","","","","26","4","0","0","0","","","","","","",""
"Sub LT2 (2.5-3mmol target) intervals","Bike","","2","","2023-03-14","","72375.65625","146","306","1218.02"," *03/15/2023 Pawel Migdal: 205 | ? 205 | 2.4 205 | ? 205 | 2.1 205 | 2.0 185 | 1.4 185 | ? 185 | 1.7 185 | ?*","2.30894422531128","8.70699977874756","","73","","137","166","","","0.773438943068858","122.2","11","119","7","0","0","","","","","","73","35","23","2","0","","","","","","","5"
